feature,importance
station_hour_mean,0.8506386205472263
lag7,0.05781835855896071
rolling_mean_7d,0.024318520006561914
hour,0.019840504113153894
is_red,0.015338421836100367
lag1,0.013393467315664055
정류장순번,0.010699345107878767
dow,0.007952762514454086
