정류장순번,hour,dow,재차인원
1,18,1,1.0
1,18,2,1.0
1,18,3,2.0
1,18,4,0.4
1,18,5,0.4
1,18,6,0.25
1,19,0,0.0
1,19,1,1.0
1,19,2,0.0
1,19,3,0.6
1,19,4,0.2
1,19,5,0.0
1,19,6,0.0
1,20,0,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,20,4,0.0
1,20,5,0.2
1,20,6,0.0
1,21,0,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,21,4,0.0
1,21,5,0.0
1,21,6,0.0
1,22,0,1.0
1,22,1,0.6666666666666666
1,22,2,0.0
1,22,3,0.4
1,22,4,0.2
1,22,5,0.4
1,22,6,0.25
1,23,0,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,23,4,0.0
1,23,5,0.0
1,23,6,0.0
2,0,0,0.0
2,0,1,0.0
2,0,2,0.0
2,0,3,0.0
2,0,4,0.0
2,0,5,0.0
2,0,6,0.0
2,1,0,0.0
2,1,1,0.0
2,1,2,0.0
2,1,3,0.0
2,1,4,0.0
2,1,5,0.0
2,1,6,0.0
2,2,0,0.0
2,2,1,0.0
2,2,2,0.0
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,3,0,0.0
2,3,1,0.0
2,3,2,0.0
2,3,3,0.0
2,3,4,0.0
2,3,5,0.0
2,3,6,0.0
2,4,0,1.25
2,4,1,1.3333333333333333
2,4,2,1.0
2,4,3,0.6
2,4,4,1.4
2,4,5,0.6
2,4,6,0.25
2,5,0,0.25
2,5,1,1.0
2,5,2,0.3333333333333333
2,5,3,0.2
2,5,4,0.8
2,5,5,0.6
2,5,6,0.5
2,6,0,0.25
2,6,1,0.3333333333333333
2,6,2,0.3333333333333333
2,6,3,0.0
2,6,4,0.0
2,6,5,0.0
2,6,6,0.0
2,7,0,0.0
2,7,1,0.6666666666666666
2,7,2,0.0
2,7,3,0.0
2,7,4,0.0
2,7,5,0.0
2,7,6,0.0
2,8,0,0.75
2,8,1,0.0
2,8,2,0.0
2,8,3,0.0
2,8,4,0.2
2,8,5,0.0
2,8,6,0.0
2,9,0,0.0
2,9,1,0.0
2,9,2,0.0
2,9,3,0.0
2,9,4,0.0
2,9,5,0.4
2,9,6,0.5
2,10,0,0.0
2,10,1,0.3333333333333333
2,10,2,0.0
2,10,3,0.0
2,10,4,0.0
2,10,5,0.8
2,10,6,0.25
2,11,0,0.0
2,11,1,0.6666666666666666
2,11,2,0.3333333333333333
2,11,3,0.2
2,11,4,0.0
2,11,5,1.4
2,11,6,0.5
2,12,0,0.0
2,12,1,0.0
2,12,2,0.6666666666666666
2,12,3,0.4
2,12,4,0.0
2,12,5,0.2
2,12,6,0.25
2,13,0,0.75
2,13,1,0.0
2,13,2,0.3333333333333333
2,13,3,0.2
2,13,4,0.2
2,13,5,0.0
2,13,6,1.0
2,14,0,0.5
2,14,1,0.3333333333333333
2,14,2,0.3333333333333333
2,14,3,0.6
2,14,4,0.8
2,14,5,0.4
2,14,6,0.75
2,15,0,0.75
2,15,1,0.6666666666666666
2,15,2,0.0
2,15,3,0.0
2,15,4,1.0
2,15,5,1.4
2,15,6,0.75
2,16,0,2.0
2,16,1,0.6666666666666666
2,16,2,1.6666666666666667
2,16,3,0.2
2,16,4,2.2
2,16,5,0.0
2,16,6,2.75
2,17,0,0.75
2,17,1,1.0
2,17,2,0.6666666666666666
2,17,3,0.6
2,17,4,0.8
2,17,5,0.0
2,17,6,1.0
2,18,0,2.5
2,18,1,2.0
2,18,2,1.6666666666666667
2,18,3,3.0
2,18,4,1.0
2,18,5,0.4
2,18,6,0.25
2,19,0,0.25
2,19,1,2.0
2,19,2,0.0
2,19,3,0.0
2,19,4,0.0
2,19,5,0.4
2,19,6,0.0
2,20,0,0.0
2,20,1,3.6666666666666665
2,20,2,0.6666666666666666
2,20,3,0.2
2,20,4,0.4
2,20,5,1.6
2,20,6,0.25
2,21,0,0.75
2,21,1,0.3333333333333333
2,21,2,0.6666666666666666
2,21,3,0.8
2,21,4,0.8
2,21,5,0.4
2,21,6,0.0
2,22,0,0.0
2,22,1,0.0
2,22,2,0.0
2,22,3,0.0
2,22,4,0.6
2,22,5,0.0
2,22,6,0.0
2,23,0,0.0
2,23,1,0.0
2,23,2,0.0
2,23,3,0.0
2,23,4,0.0
2,23,5,0.0
2,23,6,0.0
3,0,0,0.0
3,0,1,0.0
3,0,2,0.0
3,0,3,0.0
3,0,4,0.0
3,0,5,0.0
3,0,6,0.0
3,1,0,0.0
3,1,1,0.0
3,1,2,0.0
3,1,3,0.0
3,1,4,0.0
3,1,5,0.0
3,1,6,0.0
3,2,0,0.0
3,2,1,0.0
3,2,2,0.0
3,2,3,0.0
3,2,4,0.0
3,2,5,0.0
3,2,6,0.0
3,3,0,0.0
3,3,1,0.0
3,3,2,0.0
3,3,3,0.0
3,3,4,0.0
3,3,5,0.0
3,3,6,0.0
3,4,0,1.0
3,4,1,0.6666666666666666
3,4,2,1.3333333333333333
3,4,3,0.4
3,4,4,0.2
3,4,5,0.2
3,4,6,0.0
3,5,0,1.5
3,5,1,2.0
3,5,2,1.0
3,5,3,0.8
3,5,4,1.0
3,5,5,0.8
3,5,6,0.75
3,6,0,1.25
3,6,1,0.6666666666666666
3,6,2,1.0
3,6,3,1.0
3,6,4,1.2
3,6,5,0.6
3,6,6,0.25
3,7,0,3.5
3,7,1,3.6666666666666665
3,7,2,3.0
3,7,3,2.2
3,7,4,3.2
3,7,5,1.8
3,7,6,1.0
3,8,0,4.5
3,8,1,3.6666666666666665
3,8,2,3.3333333333333335
3,8,3,2.8
3,8,4,4.0
3,8,5,1.6
3,8,6,0.5
3,9,0,0.75
3,9,1,1.3333333333333333
3,9,2,1.3333333333333333
3,9,3,1.6
3,9,4,0.8
3,9,5,1.0
3,9,6,1.0
3,10,0,0.5
3,10,1,0.0
3,10,2,0.3333333333333333
3,10,3,1.0
3,10,4,0.8
3,10,5,0.2
3,10,6,0.25
3,11,0,1.0
3,11,1,0.3333333333333333
3,11,2,0.6666666666666666
3,11,3,1.0
3,11,4,0.0
3,11,5,2.6
3,11,6,0.75
3,12,0,0.25
3,12,1,0.0
3,12,2,0.3333333333333333
3,12,3,1.6
3,12,4,0.2
3,12,5,0.4
3,12,6,1.0
3,13,0,0.75
3,13,1,1.6666666666666667
3,13,2,1.0
3,13,3,1.0
3,13,4,1.0
3,13,5,0.4
3,13,6,2.5
3,14,0,0.5
3,14,1,0.3333333333333333
3,14,2,0.6666666666666666
3,14,3,1.0
3,14,4,0.6
3,14,5,0.8
3,14,6,0.25
3,15,0,1.0
3,15,1,0.6666666666666666
3,15,2,1.0
3,15,3,0.8
3,15,4,0.6
3,15,5,1.6
3,15,6,1.0
3,16,0,1.5
3,16,1,0.0
3,16,2,0.6666666666666666
3,16,3,0.6
3,16,4,2.2
3,16,5,1.2
3,16,6,2.25
3,17,0,1.25
3,17,1,1.6666666666666667
3,17,2,0.3333333333333333
3,17,3,0.6
3,17,4,0.8
3,17,5,0.0
3,17,6,0.5
3,18,0,2.75
3,18,1,1.6666666666666667
3,18,2,1.6666666666666667
3,18,3,2.0
3,18,4,1.8
3,18,5,0.2
3,18,6,0.5
3,19,0,0.0
3,19,1,0.3333333333333333
3,19,2,0.6666666666666666
3,19,3,0.2
3,19,4,0.6
3,19,5,0.2
3,19,6,0.0
3,20,0,0.25
3,20,1,0.3333333333333333
3,20,2,0.6666666666666666
3,20,3,0.8
3,20,4,0.0
3,20,5,0.0
3,20,6,0.0
3,21,0,0.25
3,21,1,0.0
3,21,2,0.0
3,21,3,0.0
3,21,4,0.4
3,21,5,0.6
3,21,6,0.5
3,22,0,0.0
3,22,1,0.0
3,22,2,0.0
3,22,3,0.0
3,22,4,0.2
3,22,5,0.2
3,22,6,0.0
3,23,0,0.0
3,23,1,0.0
3,23,2,0.0
3,23,3,0.0
3,23,4,0.0
3,23,5,0.0
3,23,6,0.0
4,0,0,0.0
4,0,1,0.0
4,0,2,0.0
4,0,3,0.0
4,0,4,0.0
4,0,5,0.0
4,0,6,0.0
4,1,0,0.0
4,1,1,0.0
4,1,2,0.0
4,1,3,0.0
4,1,4,0.0
4,1,5,0.0
4,1,6,0.0
4,2,0,0.0
4,2,1,0.0
4,2,2,0.0
4,2,3,0.0
4,2,4,0.0
4,2,5,0.0
4,2,6,0.0
4,3,0,0.0
4,3,1,0.0
4,3,2,0.0
4,3,3,0.0
4,3,4,0.0
4,3,5,0.0
4,3,6,0.0
4,4,0,1.25
4,4,1,2.0
4,4,2,1.6666666666666667
4,4,3,1.4
4,4,4,1.8
4,4,5,0.6
4,4,6,0.75
4,5,0,4.5
4,5,1,3.6666666666666665
4,5,2,2.6666666666666665
4,5,3,2.2
4,5,4,3.4
4,5,5,1.0
4,5,6,0.0
4,6,0,2.0
4,6,1,2.0
4,6,2,1.6666666666666667
4,6,3,1.4
4,6,4,1.8
4,6,5,1.8
4,6,6,1.75
4,7,0,5.0
4,7,1,5.333333333333333
4,7,2,5.333333333333333
4,7,3,4.0
4,7,4,4.6
4,7,5,2.4
4,7,6,0.75
4,8,0,8.25
4,8,1,7.666666666666667
4,8,2,7.333333333333333
4,8,3,6.0
4,8,4,6.6
4,8,5,4.0
4,8,6,2.0
4,9,0,2.75
4,9,1,2.6666666666666665
4,9,2,2.0
4,9,3,2.0
4,9,4,3.0
4,9,5,2.2
4,9,6,2.0
4,10,0,1.5
4,10,1,1.3333333333333333
4,10,2,1.3333333333333333
4,10,3,1.4
4,10,4,2.4
4,10,5,2.6
4,10,6,0.25
4,11,0,2.0
4,11,1,2.0
4,11,2,1.6666666666666667
4,11,3,1.2
4,11,4,2.2
4,11,5,3.8
4,11,6,0.75
4,12,0,1.25
4,12,1,2.0
4,12,2,1.6666666666666667
4,12,3,2.0
4,12,4,1.8
4,12,5,2.6
4,12,6,2.5
4,13,0,1.75
4,13,1,2.3333333333333335
4,13,2,1.6666666666666667
4,13,3,1.6
4,13,4,2.2
4,13,5,1.8
4,13,6,3.5
4,14,0,2.0
4,14,1,2.0
4,14,2,2.0
4,14,3,1.4
4,14,4,2.6
4,14,5,2.2
4,14,6,1.25
4,15,0,3.75
4,15,1,3.6666666666666665
4,15,2,3.3333333333333335
4,15,3,2.4
4,15,4,3.8
4,15,5,3.2
4,15,6,3.25
4,16,0,3.25
4,16,1,2.3333333333333335
4,16,2,1.6666666666666667
4,16,3,1.6
4,16,4,1.6
4,16,5,2.4
4,16,6,0.25
4,17,0,3.0
4,17,1,3.3333333333333335
4,17,2,2.6666666666666665
4,17,3,2.6
4,17,4,1.8
4,17,5,1.8
4,17,6,1.5
4,18,0,3.0
4,18,1,0.3333333333333333
4,18,2,0.3333333333333333
4,18,3,2.4
4,18,4,1.8
4,18,5,2.0
4,18,6,2.0
4,19,0,1.0
4,19,1,1.0
4,19,2,1.3333333333333333
4,19,3,0.6
4,19,4,1.6
4,19,5,2.0
4,19,6,0.25
4,20,0,0.25
4,20,1,0.3333333333333333
4,20,2,1.3333333333333333
4,20,3,0.4
4,20,4,0.4
4,20,5,1.0
4,20,6,0.75
4,21,0,0.25
4,21,1,0.3333333333333333
4,21,2,0.3333333333333333
4,21,3,0.6
4,21,4,0.4
4,21,5,0.6
4,21,6,0.0
4,22,0,0.5
4,22,1,0.0
4,22,2,0.0
4,22,3,0.2
4,22,4,1.0
4,22,5,0.4
4,22,6,0.75
4,23,0,0.0
4,23,1,0.0
4,23,2,0.0
4,23,3,0.0
4,23,4,0.0
4,23,5,0.0
4,23,6,0.0
5,0,0,0.0
5,0,1,0.0
5,0,2,0.0
5,0,3,0.0
5,0,4,0.0
5,0,5,0.0
5,0,6,0.0
5,1,0,0.0
5,1,1,0.0
5,1,2,0.0
5,1,3,0.0
5,1,4,0.0
5,1,5,0.0
5,1,6,0.0
5,2,0,0.0
5,2,1,0.0
5,2,2,0.0
5,2,3,0.0
5,2,4,0.0
5,2,5,0.0
5,2,6,0.0
5,3,0,0.0
5,3,1,0.0
5,3,2,0.0
5,3,3,0.0
5,3,4,0.0
5,3,5,0.0
5,3,6,0.0
5,4,0,3.5
5,4,1,2.6666666666666665
5,4,2,3.6666666666666665
5,4,3,1.4
5,4,4,2.8
5,4,5,2.0
5,4,6,1.5
5,5,0,5.75
5,5,1,5.0
5,5,2,4.333333333333333
5,5,3,2.4
5,5,4,4.6
5,5,5,2.0
5,5,6,1.25
5,6,0,3.0
5,6,1,2.0
5,6,2,3.3333333333333335
5,6,3,3.0
5,6,4,3.2
5,6,5,2.8
5,6,6,3.5
5,7,0,7.5
5,7,1,10.333333333333334
5,7,2,7.666666666666667
5,7,3,5.8
5,7,4,7.0
5,7,5,4.0
5,7,6,0.75
5,8,0,12.0
5,8,1,11.333333333333334
5,8,2,13.0
5,8,3,8.2
5,8,4,9.6
5,8,5,4.4
5,8,6,2.25
5,9,0,5.25
5,9,1,5.333333333333333
5,9,2,3.6666666666666665
5,9,3,4.6
5,9,4,4.6
5,9,5,4.6
5,9,6,3.0
5,10,0,4.25
5,10,1,3.6666666666666665
5,10,2,4.666666666666667
5,10,3,4.4
5,10,4,4.2
5,10,5,3.6
5,10,6,2.75
5,11,0,4.0
5,11,1,3.3333333333333335
5,11,2,4.0
5,11,3,2.6
5,11,4,4.6
5,11,5,6.6
5,11,6,2.75
5,12,0,1.0
5,12,1,3.6666666666666665
5,12,2,2.0
5,12,3,4.0
5,12,4,3.6
5,12,5,4.4
5,12,6,3.5
5,13,0,5.0
5,13,1,6.333333333333333
5,13,2,3.6666666666666665
5,13,3,6.4
5,13,4,5.2
5,13,5,3.8
5,13,6,4.75
5,14,0,4.0
5,14,1,2.6666666666666665
5,14,2,2.6666666666666665
5,14,3,1.4
5,14,4,2.8
5,14,5,2.2
5,14,6,2.0
5,15,0,6.5
5,15,1,7.0
5,15,2,6.666666666666667
5,15,3,6.0
5,15,4,6.6
5,15,5,4.0
5,15,6,4.75
5,16,0,5.5
5,16,1,3.6666666666666665
5,16,2,2.6666666666666665
5,16,3,2.2
5,16,4,5.6
5,16,5,3.8
5,16,6,2.0
5,17,0,4.75
5,17,1,4.333333333333333
5,17,2,3.6666666666666665
5,17,3,4.6
5,17,4,3.2
5,17,5,4.8
5,17,6,3.5
5,18,0,5.75
5,18,1,3.3333333333333335
5,18,2,3.6666666666666665
5,18,3,5.2
5,18,4,4.2
5,18,5,2.2
5,18,6,1.75
5,19,0,1.5
5,19,1,0.0
5,19,2,0.3333333333333333
5,19,3,0.8
5,19,4,2.6
5,19,5,1.0
5,19,6,0.0
5,20,0,1.0
5,20,1,3.6666666666666665
5,20,2,2.3333333333333335
5,20,3,2.2
5,20,4,0.4
5,20,5,1.2
5,20,6,0.5
5,21,0,2.0
5,21,1,2.0
5,21,2,0.6666666666666666
5,21,3,1.2
5,21,4,1.8
5,21,5,0.4
5,21,6,0.5
5,22,0,1.5
5,22,1,1.0
5,22,2,1.3333333333333333
5,22,3,1.4
5,22,4,1.6
5,22,5,0.2
5,22,6,0.25
5,23,0,0.0
5,23,1,0.0
5,23,2,0.0
5,23,3,0.0
5,23,4,0.0
5,23,5,0.0
5,23,6,0.0
6,0,0,0.0
6,0,1,0.0
6,0,2,0.0
6,0,3,0.0
6,0,4,0.0
6,0,5,0.0
6,0,6,0.0
6,1,0,0.0
6,1,1,0.0
6,1,2,0.0
6,1,3,0.0
6,1,4,0.0
6,1,5,0.0
6,1,6,0.0
6,2,0,0.0
6,2,1,0.0
6,2,2,0.0
6,2,3,0.0
6,2,4,0.0
6,2,5,0.0
6,2,6,0.0
6,3,0,0.0
6,3,1,0.0
6,3,2,0.0
6,3,3,0.0
6,3,4,0.0
6,3,5,0.0
6,3,6,0.0
6,4,0,1.5
6,4,1,0.0
6,4,2,1.3333333333333333
6,4,3,0.4
6,4,4,1.2
6,4,5,2.4
6,4,6,1.5
6,5,0,3.75
6,5,1,4.0
6,5,2,3.6666666666666665
6,5,3,3.0
6,5,4,2.6
6,5,5,0.4
6,5,6,1.0
6,6,0,1.0
6,6,1,1.3333333333333333
6,6,2,1.0
6,6,3,0.2
6,6,4,1.8
6,6,5,1.4
6,6,6,0.75
6,7,0,7.0
6,7,1,10.0
6,7,2,6.666666666666667
6,7,3,5.4
6,7,4,6.4
6,7,5,0.8
6,7,6,1.25
6,8,0,12.25
6,8,1,13.333333333333334
6,8,2,11.666666666666666
6,8,3,9.8
6,8,4,10.0
6,8,5,3.4
6,8,6,2.0
6,9,0,5.0
6,9,1,5.0
6,9,2,4.0
6,9,3,4.4
6,9,4,4.8
6,9,5,4.8
6,9,6,2.5
6,10,0,6.25
6,10,1,5.666666666666667
6,10,2,5.333333333333333
6,10,3,3.6
6,10,4,3.6
6,10,5,2.2
6,10,6,2.0
6,11,0,3.75
6,11,1,2.3333333333333335
6,11,2,4.666666666666667
6,11,3,3.2
6,11,4,4.8
6,11,5,4.0
6,11,6,0.25
6,12,0,2.75
6,12,1,2.6666666666666665
6,12,2,2.0
6,12,3,4.4
6,12,4,3.4
6,12,5,4.2
6,12,6,2.0
6,13,0,4.25
6,13,1,4.666666666666667
6,13,2,3.3333333333333335
6,13,3,7.8
6,13,4,5.0
6,13,5,3.4
6,13,6,1.75
6,14,0,2.5
6,14,1,4.333333333333333
6,14,2,3.6666666666666665
6,14,3,2.2
6,14,4,3.2
6,14,5,3.4
6,14,6,3.75
6,15,0,7.25
6,15,1,2.6666666666666665
6,15,2,3.6666666666666665
6,15,3,4.6
6,15,4,4.8
6,15,5,2.6
6,15,6,2.0
6,16,0,4.25
6,16,1,3.0
6,16,2,4.0
6,16,3,3.4
6,16,4,5.0
6,16,5,3.8
6,16,6,3.25
6,17,0,3.5
6,17,1,3.3333333333333335
6,17,2,4.0
6,17,3,3.0
6,17,4,2.0
6,17,5,3.6
6,17,6,0.0
6,18,0,3.75
6,18,1,4.333333333333333
6,18,2,2.3333333333333335
6,18,3,2.6
6,18,4,5.2
6,18,5,3.4
6,18,6,1.5
6,19,0,0.75
6,19,1,0.0
6,19,2,0.3333333333333333
6,19,3,1.2
6,19,4,0.6
6,19,5,1.6
6,19,6,1.25
6,20,0,1.0
6,20,1,1.3333333333333333
6,20,2,0.3333333333333333
6,20,3,0.2
6,20,4,0.6
6,20,5,1.0
6,20,6,0.5
6,21,0,0.75
6,21,1,0.3333333333333333
6,21,2,0.0
6,21,3,1.0
6,21,4,0.8
6,21,5,0.0
6,21,6,0.0
6,22,0,0.0
6,22,1,0.0
6,22,2,0.6666666666666666
6,22,3,1.0
6,22,4,0.4
6,22,5,0.4
6,22,6,0.0
6,23,0,0.0
6,23,1,0.0
6,23,2,0.0
6,23,3,0.0
6,23,4,0.0
6,23,5,0.0
6,23,6,0.0
7,0,0,0.0
7,0,1,0.0
7,0,2,0.0
7,0,3,0.0
7,0,4,0.0
7,0,5,0.0
7,0,6,0.0
7,1,0,0.0
7,1,1,0.0
7,1,2,0.0
7,1,3,0.0
7,1,4,0.0
7,1,5,0.0
7,1,6,0.0
7,2,0,0.0
7,2,1,0.0
7,2,2,0.0
7,2,3,0.0
7,2,4,0.0
7,2,5,0.0
7,2,6,0.0
7,3,0,0.0
7,3,1,0.0
7,3,2,0.0
7,3,3,0.0
7,3,4,0.0
7,3,5,0.0
7,3,6,0.0
7,4,0,2.0
7,4,1,1.3333333333333333
7,4,2,1.6666666666666667
7,4,3,1.0
7,4,4,0.2
7,4,5,0.0
7,4,6,0.25
7,5,0,1.25
7,5,1,0.6666666666666666
7,5,2,0.6666666666666666
7,5,3,0.8
7,5,4,3.0
7,5,5,0.0
7,5,6,0.75
7,6,0,0.5
7,6,1,0.6666666666666666
7,6,2,0.0
7,6,3,0.0
7,6,4,0.6
7,6,5,0.4
7,6,6,1.5
7,7,0,7.75
7,7,1,11.333333333333334
7,7,2,7.0
7,7,3,5.6
7,7,4,7.6
7,7,5,3.6
7,7,6,0.25
7,8,0,14.5
7,8,1,16.333333333333332
7,8,2,14.666666666666666
7,8,3,9.6
7,8,4,11.0
7,8,5,4.2
7,8,6,1.25
7,9,0,6.0
7,9,1,8.0
7,9,2,4.0
7,9,3,6.0
7,9,4,5.4
7,9,5,4.2
7,9,6,2.0
7,10,0,2.0
7,10,1,4.0
7,10,2,4.333333333333333
7,10,3,4.6
7,10,4,2.2
7,10,5,3.4
7,10,6,1.75
7,11,0,5.5
7,11,1,5.0
7,11,2,2.0
7,11,3,1.8
7,11,4,4.6
7,11,5,5.4
7,11,6,0.25
7,12,0,2.5
7,12,1,4.666666666666667
7,12,2,3.3333333333333335
7,12,3,1.8
7,12,4,4.0
7,12,5,3.6
7,12,6,2.75
7,13,0,2.75
7,13,1,2.3333333333333335
7,13,2,4.333333333333333
7,13,3,5.2
7,13,4,4.6
7,13,5,2.2
7,13,6,1.0
7,14,0,4.75
7,14,1,4.333333333333333
7,14,2,3.0
7,14,3,2.0
7,14,4,3.2
7,14,5,3.0
7,14,6,1.5
7,15,0,6.0
7,15,1,8.666666666666666
7,15,2,7.333333333333333
7,15,3,7.2
7,15,4,3.4
7,15,5,3.8
7,15,6,1.5
7,16,0,6.0
7,16,1,6.0
7,16,2,3.6666666666666665
7,16,3,4.4
7,16,4,6.8
7,16,5,3.8
7,16,6,2.5
7,17,0,5.5
7,17,1,3.0
7,17,2,6.0
7,17,3,5.0
7,17,4,2.8
7,17,5,4.4
7,17,6,1.25
7,18,0,7.5
7,18,1,6.333333333333333
7,18,2,2.0
7,18,3,5.4
7,18,4,4.2
7,18,5,2.2
7,18,6,3.25
7,19,0,0.5
7,19,1,1.6666666666666667
7,19,2,1.0
7,19,3,2.4
7,19,4,0.4
7,19,5,1.0
7,19,6,1.0
7,20,0,1.75
7,20,1,2.6666666666666665
7,20,2,1.3333333333333333
7,20,3,1.2
7,20,4,1.4
7,20,5,0.4
7,20,6,0.5
7,21,0,0.75
7,21,1,1.3333333333333333
7,21,2,0.6666666666666666
7,21,3,1.6
7,21,4,0.8
7,21,5,1.2
7,21,6,0.5
7,22,0,0.0
7,22,1,0.6666666666666666
7,22,2,0.0
7,22,3,0.0
7,22,4,1.2
7,22,5,1.0
7,22,6,0.0
7,23,0,0.0
7,23,1,0.0
7,23,2,0.0
7,23,3,0.0
7,23,4,0.0
7,23,5,0.0
7,23,6,0.0
8,0,0,0.0
8,0,1,0.0
8,0,2,0.0
8,0,3,0.0
8,0,4,0.0
8,0,5,0.0
8,0,6,0.0
8,1,0,0.0
8,1,1,0.0
8,1,2,0.0
8,1,3,0.0
8,1,4,0.0
8,1,5,0.0
8,1,6,0.0
8,2,0,0.0
8,2,1,0.0
8,2,2,0.0
8,2,3,0.0
8,2,4,0.0
8,2,5,0.0
8,2,6,0.0
8,3,0,0.0
8,3,1,0.0
8,3,2,0.0
8,3,3,0.0
8,3,4,0.0
8,3,5,0.0
8,3,6,0.0
8,4,0,2.0
8,4,1,0.6666666666666666
8,4,2,1.3333333333333333
8,4,3,1.0
8,4,4,0.8
8,4,5,1.6
8,4,6,0.0
8,5,0,0.5
8,5,1,0.0
8,5,2,0.0
8,5,3,1.8
8,5,4,1.0
8,5,5,2.2
8,5,6,1.0
8,6,0,2.75
8,6,1,2.6666666666666665
8,6,2,2.6666666666666665
8,6,3,2.6
8,6,4,3.0
8,6,5,3.6
8,6,6,1.75
8,7,0,8.75
8,7,1,13.0
8,7,2,9.0
8,7,3,9.2
8,7,4,9.0
8,7,5,2.8
8,7,6,1.0
8,8,0,14.75
8,8,1,13.333333333333334
8,8,2,11.0
8,8,3,11.2
8,8,4,11.6
8,8,5,7.4
8,8,6,4.5
8,9,0,7.5
8,9,1,9.0
8,9,2,7.333333333333333
8,9,3,7.8
8,9,4,8.8
8,9,5,6.6
8,9,6,5.0
8,10,0,3.75
8,10,1,5.666666666666667
8,10,2,4.0
8,10,3,4.8
8,10,4,4.4
8,10,5,5.2
8,10,6,4.0
8,11,0,6.0
8,11,1,5.666666666666667
8,11,2,6.666666666666667
8,11,3,2.2
8,11,4,5.4
8,11,5,8.2
8,11,6,4.25
8,12,0,4.5
8,12,1,8.333333333333334
8,12,2,4.333333333333333
8,12,3,3.6
8,12,4,5.4
8,12,5,7.0
8,12,6,2.5
8,13,0,6.5
8,13,1,6.0
8,13,2,8.0
8,13,3,5.8
8,13,4,6.2
8,13,5,4.6
8,13,6,4.0
8,14,0,5.75
8,14,1,4.333333333333333
8,14,2,5.333333333333333
8,14,3,4.8
8,14,4,4.2
8,14,5,4.4
8,14,6,4.5
8,15,0,8.75
8,15,1,8.0
8,15,2,9.333333333333334
8,15,3,8.0
8,15,4,7.8
8,15,5,4.2
8,15,6,2.5
8,16,0,5.5
8,16,1,9.0
8,16,2,5.666666666666667
8,16,3,6.4
8,16,4,7.2
8,16,5,5.6
8,16,6,1.25
8,17,0,8.75
8,17,1,6.333333333333333
8,17,2,9.666666666666666
8,17,3,7.8
8,17,4,7.0
8,17,5,6.2
8,17,6,3.25
8,18,0,12.5
8,18,1,9.0
8,18,2,9.0
8,18,3,9.8
8,18,4,8.2
8,18,5,6.2
8,18,6,5.75
8,19,0,2.25
8,19,1,5.0
8,19,2,3.3333333333333335
